Product_Collection,Vertical_Segment,Status,Launch_Date,Lithography,Recommended_Customer_Price,nb_of_Cores,nb_of_Threads,Processor_Base_Frequency,Instruction_Set,TDP,Max_Memory_Size,Max_nb_of_Memory_Channels,Max_Memory_Bandwidth,Cache_Size,Cache_Type
Core,Embedded,Launched,2015,14.0,378.0,4,8.0,2000,64-bit,25.0,64.0,2.0,34.1,8.0,SmartCache
Core,Embedded,Launched,2015,14.0,250.0,4,4.0,1900,64-bit,25.0,64.0,2.0,34.1,6.0,SmartCache
Core,Embedded,Launched,2015,14.0,250.0,4,4.0,2700,64-bit,45.0,64.0,2.0,34.1,6.0,SmartCache
Core,Embedded,Launched,2015,14.0,192.0,4,4.0,2300,64-bit,35.0,64.0,2.0,34.1,6.0,SmartCache
Core,Embedded,Launched,2015,14.0,117.0,2,4.0,2700,64-bit,35.0,64.0,2.0,34.1,4.0,SmartCache
Core,Embedded,Launched,2015,14.0,225.0,2,4.0,1900,64-bit,25.0,64.0,2.0,34.1,3.0,SmartCache
Core,Embedded,Launched,2015,14.0,225.0,2,4.0,2700,64-bit,35.0,64.0,2.0,34.1,3.0,SmartCache
Core,Mobile,Launched,2015,14.0,281.0,2,4.0,2200,64-bit,15.0,16.0,2.0,25.6,3.0,Normal
Core,Mobile,Launched,2015,14.0,315.0,2,4.0,1600,64-bit,15.0,16.0,2.0,25.6,3.0,Normal
Core,Mobile,Launched,2015,14.0,315.0,2,4.0,2700,64-bit,28.0,16.0,2.0,25.6,3.0,Normal
Core,Mobile,Launched,2015,14.0,315.0,2,4.0,2900,64-bit,28.0,16.0,2.0,25.6,3.0,Normal
Core,Mobile,Launched,2015,14.0,281.0,2,4.0,2300,64-bit,15.0,16.0,2.0,25.6,3.0,Normal
Core,Mobile,Launched,2015,14.0,289.0,2,4.0,3100,64-bit,47.0,32.0,2.0,25.6,4.0,Normal
Core,Mobile,Launched,2015,14.0,315.0,2,4.0,1800,64-bit,15.0,16.0,2.0,25.6,3.0,Normal
Core,Mobile,Launched,2015,14.0,275.0,2,4.0,2000,64-bit,15.0,16.0,2.0,25.6,3.0,Normal
Core,Mobile,Launched,2015,14.0,281.0,2,4.0,2100,64-bit,15.0,16.0,2.0,25.6,3.0,Normal
Core,Mobile,Launched,2015,14.0,275.0,2,4.0,2100,64-bit,15.0,16.0,2.0,25.6,3.0,Normal
Core,Mobile,Launched,2015,14.0,281.0,2,4.0,2200,64-bit,15.0,16.0,2.0,25.6,3.0,Normal
Core,Mobile,Launched,2015,14.0,315.0,2,4.0,2500,64-bit,28.0,16.0,2.0,25.6,3.0,Normal
Core,Mobile,Launched,2015,22.0,378.0,4,8.0,2400,64-bit,37.0,32.0,2.0,25.6,6.0,Normal
Core,Mobile,Launched,2015,22.0,378.0,4,8.0,2600,64-bit,47.0,32.0,2.0,25.6,6.0,Normal
Core,Mobile,Launched,2015,14.0,393.0,2,4.0,2600,64-bit,15.0,16.0,2.0,25.6,4.0,Normal
Core,Mobile,Launched,2015,14.0,426.0,2,4.0,2200,64-bit,15.0,16.0,2.0,25.6,4.0,Normal
Core,Mobile,Launched,2015,14.0,378.0,4,8.0,2700,64-bit,47.0,32.0,2.0,25.6,6.0,Normal
Core,Mobile,Launched,2015,14.0,434.0,4,8.0,2500,64-bit,47.0,32.0,2.0,25.6,6.0,Normal
Core,Mobile,Launched,2015,14.0,434.0,4,8.0,2700,64-bit,47.0,32.0,2.0,25.6,6.0,Normal
Core,Mobile,Launched,2015,14.0,623.0,4,8.0,2900,64-bit,47.0,32.0,2.0,25.6,6.0,Normal
Core,Mobile,Launched,2015,14.0,393.0,2,4.0,2400,64-bit,15.0,16.0,2.0,25.6,4.0,Normal
Core,Mobile,Launched,2015,14.0,281.0,2,4.0,900,64-bit,4.5,16.0,2.0,29.8,4.0,SmartCache
Core,Mobile,Launched,2015,14.0,304.0,2,4.0,3100,64-bit,28.0,32.0,2.0,34.1,4.0,SmartCache
Core,Mobile,Launched,2015,14.0,304.0,2,4.0,2900,64-bit,28.0,32.0,2.0,34.1,4.0,SmartCache
Core,Mobile,Launched,2015,14.0,393.0,2,4.0,2500,64-bit,15.0,32.0,2.0,34.1,4.0,SmartCache
Core,Mobile,Announced,2015,14.0,393.0,2,4.0,2200,64-bit,15.0,32.0,2.0,34.1,4.0,SmartCache
Core,Mobile,Announced,2015,14.0,393.0,2,4.0,3300,64-bit,28.0,32.0,2.0,34.1,4.0,SmartCache
Core,Mobile,Launched,2015,14.0,393.0,2,4.0,2600,64-bit,15.0,32.0,2.0,34.1,4.0,SmartCache
Core,Mobile,Launched,2015,14.0,415.0,2,4.0,2200,64-bit,15.0,32.0,2.0,34.1,4.0,SmartCache
Core,Mobile,Launched,2015,14.0,378.0,4,8.0,2600,64-bit,45.0,64.0,2.0,34.1,6.0,SmartCache
Core,Mobile,Launched,2015,14.0,378.0,4,8.0,2700,64-bit,45.0,64.0,2.0,34.1,8.0,SmartCache
Core,Mobile,Launched,2015,14.0,378.0,4,8.0,2700,64-bit,45.0,64.0,2.0,34.1,8.0,SmartCache
Core,Mobile,Launched,2015,14.0,568.0,4,8.0,2900,64-bit,45.0,64.0,2.0,34.1,8.0,SmartCache
Core,Mobile,Launched,2015,14.0,304.0,2,4.0,1800,64-bit,15.0,32.0,2.0,34.1,4.0,SmartCache
Core,Mobile,Launched,2015,14.0,281.0,2,4.0,2300,64-bit,15.0,32.0,2.0,34.1,3.0,SmartCache
Core,Mobile,Launched,2015,14.0,281.0,2,4.0,2400,64-bit,15.0,32.0,2.0,34.1,3.0,SmartCache
Core,Mobile,Launched,2015,14.0,250.0,4,4.0,2300,64-bit,45.0,64.0,2.0,34.1,6.0,SmartCache
Core,Mobile,Launched,2015,14.0,304.0,2,4.0,2000,64-bit,15.0,32.0,2.0,34.1,4.0,SmartCache
Core,Mobile,Launched,2015,14.0,250.0,4,4.0,2600,64-bit,45.0,64.0,2.0,34.1,6.0,SmartCache
Core,Mobile,Launched,2015,14.0,304.0,2,4.0,2700,64-bit,28.0,32.0,2.0,34.1,3.0,SmartCache
Core,Mobile,Launched,2015,14.0,281.0,2,4.0,2300,64-bit,15.0,32.0,2.0,34.1,3.0,SmartCache
Core,Mobile,Launched,2015,14.0,225.0,2,4.0,2700,64-bit,35.0,64.0,2.0,34.1,3.0,SmartCache
Core,Mobile,Launched,2015,14.0,281.0,2,4.0,1100,64-bit,4.5,16.0,2.0,29.8,4.0,SmartCache
Core,Mobile,Launched,2015,14.0,281.0,2,4.0,1100,64-bit,4.5,16.0,2.0,29.8,4.0,SmartCache
Core,Mobile,Launched,2015,14.0,393.0,2,4.0,1200,64-bit,4.5,16.0,2.0,29.8,4.0,SmartCache
Core,Mobile,Launched,2015,14.0,426.0,2,4.0,2000,64-bit,15.0,16.0,2.0,25.6,4.0,SmartCache
Core,Mobile,Launched,2015,14.0,426.0,2,4.0,3100,64-bit,28.0,16.0,2.0,25.6,4.0,Normal
Pentium,Desktop,Launched,2015,14.0,64.0,2,2.0,2900,64-bit,35.0,64.0,2.0,34.1,3.0,SmartCache
Pentium,Desktop,Launched,2015,14.0,64.0,2,2.0,3300,64-bit,54.0,64.0,2.0,34.1,3.0,SmartCache
Pentium,Desktop,Launched,2015,14.0,89.5,2,2.0,3600,64-bit,51.0,64.0,2.0,34.1,3.0,SmartCache
Pentium,Desktop,Launched,2015,14.0,78.5,2,2.0,3500,64-bit,51.0,64.0,2.0,34.1,3.0,SmartCache
Pentium,Desktop,Launched,2015,14.0,75.0,2,2.0,3000,64-bit,35.0,64.0,2.0,34.1,3.0,SmartCache
Pentium,Desktop,End of Life,2015,22.0,64.0,2,2.0,3300,64-bit,53.0,32.0,2.0,21.3,3.0,Normal
Pentium,Desktop,End of Life,2015,22.0,64.0,2,2.0,2900,64-bit,35.0,32.0,2.0,21.3,3.0,Normal
Pentium,Desktop,End of Life,2015,22.0,75.0,2,2.0,3000,64-bit,35.0,32.0,2.0,25.6,3.0,Normal
Pentium,Desktop,End of Life,2015,22.0,86.0,2,2.0,3600,64-bit,53.0,32.0,2.0,25.6,3.0,Normal
Pentium,Embedded,Launched,2015,14.0,64.0,2,2.0,2400,64-bit,35.0,64.0,2.0,34.1,3.0,SmartCache
Pentium,Mobile,Launched,2015,14.0,161.0,2,4.0,1900,64-bit,15.0,16.0,2.0,25.6,2.0,Normal
Pentium,Mobile,Launched,2015,14.0,161.0,2,4.0,2100,64-bit,15.0,32.0,2.0,34.1,2.0,SmartCache
Pentium,Mobile,Launched,2015,14.0,161.0,4,4.0,1600,64-bit,6.0,8.0,2.0,25.6,2.0,L2
Pentium,Mobile,Launched,2015,14.0,161.0,2,4.0,1500,64-bit,6.0,16.0,2.0,29.8,2.0,SmartCache
Pentium,Mobile,Launched,2015,14.0,161.0,2,2.0,1900,64-bit,15.0,16.0,2.0,25.6,2.0,Normal
Pentium,Server,Launched,2015,14.0,103.0,2,2.0,1200,64-bit,20.0,128.0,2.0,25.6,3.0,Normal
Pentium,Server,Launched,2015,14.0,129.0,2,4.0,2200,64-bit,25.0,128.0,2.0,25.6,3.0,Normal
Pentium,Server,Launched,2015,14.0,156.0,2,2.0,1500,64-bit,19.0,128.0,2.0,25.6,3.0,Normal
Pentium,Server,Launched,2015,14.0,194.0,4,8.0,1600,64-bit,25.0,128.0,2.0,25.6,6.0,Normal
Xeon,Embedded,Launched,2015,14.0,393.0,4,8.0,1800,64-bit,47.0,32.0,2.0,25.6,6.0,SmartCache
Xeon,Embedded,Launched,2015,22.0,1832.0,12,24.0,2200,64-bit,105.0,768.0,4.0,68.0,30.0,SmartCache
Xeon,Embedded,Launched,2015,22.0,2405.0,12,24.0,1700,64-bit,105.0,768.0,4.0,68.0,30.0,Normal
Xeon,Embedded,Launched,2015,22.0,256.0,4,8.0,1800,64-bit,45.0,384.0,3.0,51.2,10.0,Normal
Xeon,Embedded,Launched,2015,22.0,472.0,6,12.0,2000,64-bit,50.0,384.0,3.0,51.2,15.0,Normal
Xeon,Embedded,Launched,2015,22.0,811.0,8,16.0,1800,64-bit,55.0,384.0,3.0,51.2,20.0,Normal
Xeon,Embedded,Launched,2015,22.0,1555.0,10,20.0,1800,64-bit,70.0,384.0,3.0,51.2,25.0,Normal
Xeon,Embedded,Launched,2015,22.0,608.0,8,16.0,2000,64-bit,65.0,384.0,3.0,51.2,20.0,Normal
Xeon,Embedded,Launched,2015,14.0,377.0,4,8.0,2400,64-bit,35.0,64.0,2.0,34.1,8.0,SmartCache
Xeon,Embedded,Launched,2015,14.0,433.0,4,8.0,2000,64-bit,25.0,64.0,2.0,34.1,8.0,SmartCache
Xeon,Embedded,Launched,2015,14.0,449.0,4,8.0,2000,64-bit,47.0,32.0,2.0,25.6,6.0,SmartCache
Xeon,Mobile,Launched,2015,14.0,434.0,4,8.0,2800,64-bit,45.0,64.0,2.0,34.1,8.0,SmartCache
Xeon,Mobile,Launched,2015,14.0,623.0,4,8.0,2900,64-bit,45.0,64.0,2.0,34.1,8.0,SmartCache
Xeon,Server,Launched,2015,14.0,198.0,4,4.0,3000,64-bit,80.0,64.0,2.0,34.1,8.0,SmartCache
Xeon,Server,Launched,2015,22.0,1219.0,10,20.0,1700,64-bit,105.0,768.0,4.0,68.0,25.0,Normal
Xeon,Server,Launched,2015,22.0,1668.0,10,20.0,2000,64-bit,105.0,768.0,4.0,68.0,25.0,Normal
Xeon,Server,Launched,2015,22.0,2225.0,10,10.0,2600,64-bit,135.0,768.0,4.0,68.0,25.0,Normal
Xeon,Server,Launched,2015,22.0,2859.0,12,24.0,1900,64-bit,105.0,768.0,4.0,68.0,30.0,Normal
Xeon,Server,Launched,2015,22.0,3838.0,12,24.0,2100,64-bit,105.0,768.0,4.0,68.0,30.0,Normal
Xeon,Server,Launched,2015,22.0,4616.0,6,12.0,2900,64-bit,135.0,768.0,4.0,68.0,30.0,Normal
Xeon,Server,Launched,2015,22.0,4727.0,14,28.0,2100,64-bit,120.0,768.0,4.0,68.0,35.0,Normal
Xeon,Server,Launched,2015,22.0,5729.0,16,32.0,2000,64-bit,135.0,768.0,4.0,68.0,40.0,Normal
Xeon,Server,Launched,2015,22.0,7007.0,18,36.0,2100,64-bit,135.0,768.0,4.0,68.0,45.0,Normal
Xeon,Server,Launched,2015,14.0,218.5,4,4.0,3300,64-bit,80.0,64.0,2.0,34.1,8.0,SmartCache
Xeon,Server,Launched,2015,14.0,255.5,4,8.0,3400,64-bit,80.0,64.0,2.0,34.1,8.0,SmartCache
Xeon,Server,Launched,2015,14.0,277.0,4,8.0,3500,64-bit,80.0,64.0,2.0,34.1,8.0,SmartCache
Xeon,Server,Launched,2015,14.0,250.0,4,4.0,2000,64-bit,25.0,64.0,2.0,34.1,8.0,SmartCache
Xeon,Server,Launched,2015,14.0,278.0,4,8.0,2100,64-bit,25.0,64.0,2.0,34.1,8.0,SmartCache
Xeon,Server,Launched,2015,14.0,289.0,4,8.0,3500,64-bit,80.0,64.0,2.0,34.1,8.0,SmartCache
Xeon,Server,Launched,2015,14.0,294.0,4,8.0,2900,64-bit,45.0,64.0,2.0,34.1,8.0,SmartCache
Xeon,Server,Launched,2015,14.0,333.5,4,8.0,3600,64-bit,80.0,64.0,2.0,34.1,8.0,SmartCache
Xeon,Server,Launched,2015,14.0,344.5,4,8.0,3600,64-bit,80.0,64.0,2.0,34.1,8.0,SmartCache
Xeon,Server,Launched,2015,14.0,612.0,4,8.0,3700,64-bit,80.0,64.0,2.0,34.1,8.0,SmartCache
Xeon,Server,Launched,2015,14.0,417.0,4,8.0,2300,64-bit,35.0,32.0,2.0,29.8,6.0,Normal
Xeon,Server,Launched,2015,14.0,556.0,4,8.0,3500,64-bit,95.0,32.0,2.0,29.8,6.0,Normal
Xeon,Server,Launched,2015,14.0,445.0,4,8.0,3400,64-bit,65.0,32.0,2.0,29.8,6.0,Normal
Xeon,Server,Launched,2015,14.0,234.0,4,8.0,2200,64-bit,35.0,128.0,2.0,25.6,6.0,Normal
Xeon,Server,Launched,2015,14.0,199.0,4,8.0,2200,64-bit,45.0,128.0,2.0,25.6,6.0,Normal
Xeon,Server,Launched,2015,14.0,199.0,4,8.0,2400,64-bit,45.0,128.0,2.0,25.6,6.0,Normal
Xeon,Server,Launched,2015,14.0,259.0,4,8.0,2200,64-bit,35.0,128.0,2.0,25.6,6.0,Normal
Xeon,Server,Launched,2015,14.0,389.0,6,12.0,1900,64-bit,35.0,128.0,2.0,25.6,9.0,Normal
Xeon,Server,Launched,2015,14.0,348.0,6,12.0,2200,64-bit,45.0,128.0,2.0,25.6,9.0,Normal
Xeon,Server,Launched,2015,14.0,571.0,8,16.0,1700,64-bit,35.0,128.0,2.0,25.6,12.0,Normal
Xeon,Server,Launched,2015,14.0,581.0,8,16.0,2000,64-bit,45.0,128.0,2.0,25.6,12.0,Normal
Xeon,Server,Launched,2015,14.0,581.0,8,16.0,2100,64-bit,45.0,128.0,2.0,25.6,12.0,Normal
Xeon,Server,Launched,2015,14.0,675.0,8,16.0,2000,64-bit,45.0,128.0,2.0,25.6,12.0,Normal
Xeon,Server,Launched,2015,22.0,1223.0,8,16.0,2000,64-bit,115.0,1576.96,4.0,85.0,20.0,Last Level Cache
Xeon,Server,Launched,2015,22.0,2170.0,12,24.0,2100,64-bit,115.0,1576.96,4.0,85.0,30.0,Last Level Cache
Xeon,Server,Launched,2015,22.0,1502.0,10,20.0,1900,64-bit,115.0,1576.96,4.0,85.0,25.0,Last Level Cache
Xeon,Server,Launched,2015,22.0,3003.0,14,28.0,2200,64-bit,115.0,1576.96,4.0,85.0,35.0,Last Level Cache
Xeon,Server,Launched,2015,22.0,4061.0,16,32.0,2200,64-bit,140.0,1576.96,4.0,85.0,40.0,Last Level Cache
Xeon,Server,Launched,2015,22.0,4672.0,16,32.0,2500,64-bit,165.0,1576.96,4.0,85.0,45.0,Normal
Xeon,Server,Launched,2015,22.0,4672.0,18,36.0,2100,64-bit,140.0,1576.96,4.0,85.0,45.0,Last Level Cache
Xeon,Server,Launched,2015,22.0,5895.0,18,36.0,2300,64-bit,150.0,1576.96,4.0,85.0,45.0,Last Level Cache
Xeon,Server,Launched,2015,22.0,6063.0,18,36.0,2000,64-bit,115.0,1576.96,4.0,85.0,45.0,Last Level Cache
Xeon,Server,Launched,2015,22.0,7174.0,18,36.0,2500,64-bit,165.0,1576.96,4.0,85.0,45.0,Last Level Cache
Xeon,Server,Launched,2015,22.0,6841.0,10,20.0,2800,64-bit,165.0,1576.96,4.0,85.0,45.0,Last Level Cache
Xeon,Server,Launched,2015,22.0,6841.0,4,8.0,3200,64-bit,140.0,1576.96,4.0,85.0,45.0,Last Level Cache
Atom,Embedded,Launched,2016,14.0,39.0,4,4.0,1040,64-bit,5.0,8.0,2.0,25.6,2.0,Normal
Atom,Embedded,Announced,2016,14.0,39.0,2,2.0,1300,64-bit,6.5,8.0,4.0,34.1,2.0,L2
Atom,Embedded,Announced,2016,14.0,39.0,4,4.0,1600,64-bit,9.5,8.0,4.0,34.1,2.0,L2
Atom,Embedded,Announced,2016,14.0,39.0,4,4.0,1600,64-bit,12.0,8.0,4.0,38.4,2.0,L2
Atom,Mobile,Launched,2016,14.0,37.0,4,4.0,1600,64-bit,45.0,8.0,2.0,25.6,2.0,Normal
Atom,Mobile,Launched,2016,28.0,37.0,4,4.0,1600,64-bit,45.0,2.0,1.0,4.2,1.0,Normal
Atom,Mobile,Launched,2016,28.0,37.0,4,4.0,1600,64-bit,45.0,2.0,1.0,4.2,1.0,L2
Atom,Mobile,Launched,2016,28.0,37.0,4,4.0,1600,64-bit,45.0,2.0,1.0,4.2,1.0,L2
Atom,Mobile,Launched,2016,14.0,37.0,4,4.0,1440,64-bit,45.0,2.0,1.0,12.8,2.0,L2
Atom,Mobile,Launched,2016,14.0,21.0,4,4.0,1440,64-bit,45.0,2.0,1.0,12.8,2.0,Normal
Atom,Mobile,Launched,2016,14.0,27.0,4,4.0,1440,64-bit,45.0,8.0,2.0,25.6,2.0,Normal
Celeron,Desktop,Launched,2016,14.0,107.0,2,2.0,1600,64-bit,6.0,8.0,2.0,25.6,2.0,L2
Celeron,Desktop,Launched,2016,14.0,107.0,4,4.0,1600,64-bit,6.0,8.0,2.0,25.6,2.0,L2
Celeron,Desktop,Launched,2016,14.0,107.0,2,2.0,2000,64-bit,10.0,8.0,2.0,25.6,2.0,Normal
Celeron,Desktop,Launched,2016,14.0,107.0,4,4.0,1500,64-bit,10.0,8.0,2.0,25.6,2.0,Normal
Celeron,Embedded,Launched,2016,14.0,107.0,2,2.0,2400,64-bit,35.0,64.0,2.0,34.1,2.0,SmartCache
Celeron,Embedded,Launched,2016,14.0,107.0,2,2.0,1600,64-bit,25.0,64.0,2.0,34.1,2.0,SmartCache
Celeron,Mobile,Launched,2016,14.0,107.0,4,4.0,1100,64-bit,6.0,8.0,2.0,25.6,2.0,L2
Celeron,Mobile,Launched,2016,14.0,107.0,2,2.0,1100,64-bit,6.0,8.0,2.0,25.6,2.0,L2
Celeron,Mobile,Launched,2016,14.0,107.0,4,4.0,1600,64-bit,6.0,8.0,2.0,25.6,2.0,L2
Celeron,Mobile,Launched,2016,14.0,107.0,2,2.0,1600,64-bit,6.0,8.0,2.0,25.6,2.0,L2
Celeron,Mobile,Launched,2016,14.0,107.0,2,2.0,1040,64-bit,4.0,8.0,2.0,25.6,2.0,L2
Core,Desktop,Launched,2016,14.0,437.5,6,12.0,3400,64-bit,140.0,128.0,4.0,68.0,15.0,Normal
Core,Desktop,Launched,2016,14.0,622.5,6,12.0,3600,64-bit,140.0,128.0,4.0,68.0,15.0,Normal
Core,Desktop,Launched,2016,14.0,1099.0,8,16.0,3200,64-bit,140.0,128.0,4.0,68.0,20.0,Normal
Core,Desktop,Launched,2016,14.0,1733.0,10,20.0,3000,64-bit,140.0,128.0,4.0,68.0,25.0,Normal
Core,Desktop,End of Life,2016,14.0,1733.0,4,8.0,3300,64-bit,65.0,64.0,2.0,34.1,8.0,Normal
Core,Desktop,End of Life,2016,14.0,1733.0,4,4.0,2800,64-bit,65.0,64.0,2.0,34.1,6.0,Normal
Core,Desktop,End of Life,2016,14.0,1733.0,4,4.0,3200,64-bit,65.0,64.0,2.0,34.1,6.0,Normal
Core,Mobile,Launched,2016,14.0,393.0,2,4.0,1300,64-bit,4.5,16.0,2.0,29.8,4.0,SmartCache
Core,Mobile,Launched,2016,14.0,281.0,2,4.0,1200,64-bit,4.5,16.0,2.0,29.8,4.0,SmartCache
Core,Mobile,Launched,2016,14.0,281.0,2,4.0,2500,64-bit,15.0,32.0,2.0,34.1,3.0,SmartCache
Core,Mobile,Launched,2016,14.0,393.0,2,4.0,2700,64-bit,15.0,32.0,2.0,34.1,4.0,SmartCache
Core,Mobile,Launched,2016,14.0,281.0,2,4.0,1000,64-bit,4.5,16.0,2.0,29.8,4.0,SmartCache
Core,Mobile,Launched,2016,14.0,281.0,2,4.0,2400,64-bit,15.0,32.0,2.0,34.1,3.0,SmartCache
Core,Mobile,Launched,2016,14.0,415.0,2,4.0,2400,64-bit,15.0,32.0,2.0,34.1,4.0,SmartCache
Core,Mobile,Launched,2016,14.0,434.0,4,8.0,2600,64-bit,45.0,64.0,2.0,34.1,6.0,SmartCache
Core,Mobile,Launched,2016,14.0,434.0,4,8.0,2700,64-bit,45.0,64.0,2.0,34.1,8.0,SmartCache
Core,Mobile,Launched,2016,14.0,623.0,4,8.0,2800,64-bit,45.0,64.0,2.0,34.1,8.0,SmartCache
Core,Mobile,Launched,2016,14.0,306.0,4,4.0,2300,64-bit,45.0,64.0,2.0,34.1,6.0,SmartCache
Core,Mobile,Launched,2016,14.0,281.0,2,4.0,2000,64-bit,15.0,32.0,2.0,34.1,3.0,SmartCache
Core,Mobile,Launched,2016,14.0,304.0,2,4.0,2400,64-bit,28.0,32.0,2.0,34.1,3.0,SmartCache
Pentium,Desktop,Launched,2016,14.0,194.0,4,4.0,1600,64-bit,6.5,8.0,2.0,25.6,2.0,L2
Pentium,Mobile,Launched,2016,14.0,161.0,4,4.0,1600,64-bit,6.0,8.0,2.0,25.6,2.0,L2
Pentium,Mobile,Launched,2016,14.0,161.0,4,4.0,1100,64-bit,6.0,8.0,2.0,25.6,2.0,L2
Pentium,Mobile,Launched,2016,22.0,86.0,4,4.0,2410,64-bit,10.0,8.0,2.0,21.3,2.0,L2
Pentium,Server,Launched,2016,14.0,200.0,4,8.0,1500,64-bit,25.0,128.0,2.0,25.6,6.0,Normal
Xeon,Embedded,Launched,2016,14.0,363.0,8,16.0,1600,64-bit,50.0,1576.96,4.0,59.7,20.0,SmartCache
Xeon,Embedded,Launched,2016,14.0,779.0,10,20.0,2200,64-bit,75.0,1576.96,4.0,68.3,25.0,SmartCache
Xeon,Embedded,Launched,2016,14.0,1364.0,12,24.0,1900,64-bit,75.0,1576.96,4.0,68.3,30.0,SmartCache
Xeon,Embedded,Launched,2016,14.0,1544.0,14,28.0,1800,64-bit,75.0,1576.96,4.0,76.8,35.0,SmartCache
Xeon,Embedded,Launched,2016,14.0,1832.0,14,28.0,2300,64-bit,105.0,1576.96,4.0,76.8,35.0,SmartCache
Xeon,Embedded,Launched,2016,14.0,4560.0,22,44.0,2200,64-bit,145.0,1576.96,4.0,76.8,55.0,Normal
Xeon,Embedded,Launched,2016,14.0,2535.0,14,28.0,1800,64-bit,75.0,1576.96,4.0,68.0,35.0,Normal
Xeon,Embedded,Launched,2016,14.0,396.0,4,8.0,1900,64-bit,45.0,64.0,2.0,25.6,8.0,Normal
Xeon,Embedded,Launched,2016,14.0,449.0,4,8.0,2000,64-bit,45.0,64.0,2.0,25.6,8.0,Normal
Xeon,Mobile,Launched,2016,14.0,489.0,4,8.0,2800,64-bit,45.0,64.0,2.0,34.1,8.0,SmartCache
Xeon,Mobile,Launched,2016,14.0,679.0,4,8.0,2900,64-bit,45.0,64.0,2.0,34.1,8.0,SmartCache
Xeon,Mobile,Launched,2016,14.0,1207.0,4,8.0,3000,64-bit,45.0,64.0,2.0,34.1,8.0,SmartCache
Xeon,Server,Launched,2016,14.0,3368.0,72,144.0,1500,64-bit,260.0,384.0,6.0,115.2,36.0,L2
Xeon,Server,Launched,2016,14.0,295.5,4,8.0,3500,64-bit,140.0,1576.96,4.0,76.8,10.0,Normal
Xeon,Server,Launched,2016,14.0,406.0,4,8.0,3700,64-bit,140.0,1576.96,4.0,76.8,10.0,Normal
Xeon,Server,Launched,2016,14.0,619.0,6,12.0,3600,64-bit,140.0,1576.96,4.0,76.8,15.0,Normal
Xeon,Server,Launched,2016,14.0,1113.0,8,16.0,3200,64-bit,140.0,1576.96,4.0,76.8,20.0,Normal
Xeon,Server,Launched,2016,14.0,1723.0,8,16.0,3400,64-bit,140.0,1576.96,4.0,76.8,20.0,Normal
Xeon,Server,Launched,2016,14.0,213.0,6,6.0,1700,64-bit,85.0,1576.96,4.0,59.7,15.0,SmartCache
Xeon,Server,Launched,2016,14.0,308.0,8,8.0,1700,64-bit,85.0,1576.96,4.0,59.7,20.0,SmartCache
Xeon,Server,Launched,2016,14.0,419.5,8,16.0,2100,64-bit,85.0,1576.96,4.0,68.3,20.0,SmartCache
Xeon,Server,Launched,2016,14.0,444.0,4,8.0,2600,64-bit,85.0,1576.96,4.0,68.3,10.0,SmartCache
Xeon,Server,Launched,2016,14.0,612.0,10,20.0,1800,64-bit,55.0,1576.96,4.0,68.3,25.0,SmartCache
Xeon,Server,Launched,2016,14.0,669.0,10,20.0,2200,64-bit,85.0,1576.96,4.0,68.3,25.0,SmartCache
Xeon,Server,Launched,2016,14.0,996.0,4,8.0,3500,64-bit,135.0,1576.96,4.0,76.8,15.0,SmartCache
Xeon,Server,Launched,2016,14.0,939.0,10,20.0,2400,64-bit,90.0,1576.96,4.0,68.3,25.0,SmartCache
Xeon,Server,Launched,2016,14.0,1552.0,6,12.0,3400,64-bit,135.0,1576.96,4.0,76.8,20.0,SmartCache
Xeon,Server,Launched,2016,14.0,1329.0,14,28.0,1700,64-bit,65.0,1576.96,4.0,76.8,35.0,SmartCache
Xeon,Server,Launched,2016,14.0,1168.5,12,24.0,2200,64-bit,105.0,1576.96,4.0,76.8,30.0,SmartCache
Xeon,Server,Launched,2016,14.0,2057.0,8,16.0,3200,64-bit,135.0,1576.96,4.0,76.8,25.0,SmartCache
Xeon,Server,Launched,2016,14.0,1747.0,14,28.0,2400,64-bit,120.0,1576.96,4.0,76.8,35.0,SmartCache
Xeon,Server,Launched,2016,14.0,1846.0,16,32.0,2100,64-bit,120.0,1576.96,4.0,76.8,40.0,SmartCache
Xeon,Server,Launched,2016,14.0,2143.0,12,24.0,3000,64-bit,160.0,1576.96,4.0,76.8,30.0,SmartCache
Xeon,Server,Launched,2016,14.0,2092.0,14,28.0,2600,64-bit,135.0,1576.96,4.0,76.8,35.0,SmartCache
Xeon,Server,Launched,2016,14.0,2426.0,18,36.0,2100,64-bit,120.0,1576.96,4.0,76.8,45.0,SmartCache
Xeon,Server,Launched,2016,14.0,2891.0,16,32.0,2600,64-bit,145.0,1576.96,4.0,76.8,40.0,SmartCache
Xeon,Server,Launched,2016,14.0,2702.0,18,36.0,2300,64-bit,145.0,1576.96,4.0,76.8,45.0,SmartCache
Xeon,Server,Launched,2016,14.0,3226.0,20,40.0,2200,64-bit,135.0,1576.96,4.0,76.8,50.0,SmartCache
Xeon,Server,Launched,2016,14.0,4115.0,22,44.0,2200,64-bit,145.0,1576.96,4.0,76.8,55.0,SmartCache
Xeon,Server,Launched,2016,14.0,4938.0,22,44.0,2400,64-bit,145.0,1576.96,4.0,76.8,55.0,Normal
Xeon,Server,Launched,2016,14.0,1219.0,10,20.0,1800,64-bit,105.0,1576.96,4.0,68.0,25.0,Normal
